address,city,country,keys,latitude,longitude,name,postalcode,province
2728 S Front St,Philadelphia,US,us/pa/philadelphia/2728sfrontst/-2061630068,39.91309,-75.15081,BURGER KING,19148,PA
151 W 34th St,New York,US,us/ny/newyork/151w34thst/-1161002137,40.750343,-73.98913,MCDONALDS,10001,NY
1401 Arch St,Philadelphia,US,us/pa/philadelphia/1401archst/-1161002137,39.95471,-75.16362,MCDONALDS,19102,PA
7700 Island Ave,Philadelphia,US,us/pa/philadelphia/7700islandave/-1161002137,39.90314,-75.23929,MCDONALDS,19153,PA
1811 W Commonwealth Ave Ste K,Fullerton,US,us/ca/fullerton/1811wcommonwealthavestek/-1055723171,33.870126,-117.960077,DOMINOS PIZZA,92833,CA
10501 Knott Ave,Cypress,US,us/ca/cypress/10501knottave/-2061630068,33.809622,-118.011169,BURGER KING,90630,CA
1131 W Lincoln Ave Ste 130,Anaheim,US,us/ca/anaheim/1131wlincolnaveste130/-891525969,33.83275,-117.92769,SUBWAY,92805,CA
910 Chestnut St,Philadelphia,US,us/pa/philadelphia/910chestnutst/-891525969,39.94969,-75.15566,SUBWAY,19107,PA
2814 N Roosevelt Blvd,Key West,US,us/fl/keywest/2814nrooseveltblvd/-448666054,24.564621,-81.771767,FIVE GUYS,33040,FL
98070 Overseas Hwy,Key Largo,US,us/fl/keylargo/98070overseashwy/176969318,25.07903,-80.458015,PAPA JOHNS PIZZA,33037,FL
625 Route 739,Hawley,US,us/pa/hawley/625route739/-891525969,41.35121,-75.05026,SUBWAY,18428,PA
8972 Katella Ave,Anaheim,US,us/ca/anaheim/8972katellaave/-864103396,33.802781,-117.976029,TACO BELL,92804,CA
10900 Katella Ave,Anaheim,US,us/ca/anaheim/10900katellaave/-1161002137,33.802753,-117.94233,MCDONALDS,92804,CA
6501 Overseas Hwy,Marathon,US,us/fl/marathon/6501overseashwy/-864103396,24.71818,-81.06719,TACO BELL,33050,FL
5585 Overseas Hwy,Marathon,US,us/fl/marathon/5585overseashwy/-1161002137,24.716362,-81.073312,MCDONALDS,33050,FL
5150 Overseas Hwy,Marathon,US,us/fl/marathon/5150overseashwy/-791445730,24.715753,-81.079115,WENDYS,33050,FL
6501 Overseas Hwy,Marathon,US,us/fl/marathon/6501overseashwy/106088,24.718164,-81.067184,KFC,33050,FL
13802 E 33rd Pl,Aurora,US,us/co/aurora/13802e33rdpl/1770159848,39.76773,-104.82609,LITTLE CAESARS PIZZA,80011,CO
8547 E Arapahoe Rd,Englewood,US,us/co/englewood/8547earapahoerd/-448666054,39.596302,-104.89159,FIVE GUYS,80112,CO
625 Peoria St,Aurora,US,us/co/aurora/625peoriast/-2061630068,39.726235,-104.847203,BURGER KING,80011,CO
301 W 84th Ave,Denver,US,us/co/denver/301w84thave/-2061630068,39.84915,-104.99443,BURGER KING,80260,CO
900 W Hampden Ave,Englewood,US,us/co/englewood/900whampdenave/-2061630068,39.652861,-104.998608,BURGER KING,80110,CO
106 Liberty St,New York,US,us/ny/newyork/106libertyst/-2061630068,40.709762,-74.011824,BURGER KING,10006,NY
265 W 37th St,New York,US,us/ny/newyork/265w37thst/89177860,40.753874,-73.991526,DUNKIN DONUTS,10018,NY
7501 W Washington Ave,Las Vegas,US,us/nv/lasvegas/7501wwashingtonave/1770159848,36.18013,-115.258,LITTLE CAESARS PIZZA,89128,NV
2301 W Lancaster Blvd,Lancaster,US,us/ca/lancaster/2301wlancasterblvd/-1161002137,34.69712,-118.17263,MCDONALDS,93536,CA
1861 W Avenue I,Lancaster,US,us/ca/lancaster/1861wavenuei/-1191797674,34.7132,-118.15121,PANDA EXPRESS,93534,CA
839 W Avenue I,Lancaster,US,us/ca/lancaster/839wavenuei/-1161002137,34.704079,-118.146623,MCDONALDS,93534,CA
43645 Challenger Way,Lancaster,US,us/ca/lancaster/43645challengerway/-1161002137,34.67638,-118.11286,MCDONALDS,93535,CA
44411 Valley Central Way,Lancaster,US,us/ca/lancaster/44411valleycentralway/-1191797674,34.689894,-118.172236,PANDA EXPRESS,93536,CA
1511 W Avenue K,Lancaster,US,us/ca/lancaster/1511wavenuek/554191587,34.675,-118.1563,CARLS JR,93534,CA
806 E Alosta Ave,Azusa,US,us/ca/azusa/806ealostaave/106088,34.129253,-117.89306,KFC,91702,CA
2555 S Jones Blvd,Las Vegas,US,us/nv/lasvegas/2555sjonesblvd/1770159848,36.14308,-115.22561,LITTLE CAESARS PIZZA,89146,NV
43627 15th St W,Lancaster,US,us/ca/lancaster/4362715thstw/-2061630068,34.675266,-118.155634,BURGER KING,93534,CA
4075 S Buffalo Dr,Las Vegas,US,us/nv/lasvegas/4075sbuffalodr/-1161002137,36.11505,-115.26167,MCDONALDS,89147,NV
2020 N Rainbow Blvd,Las Vegas,US,us/nv/lasvegas/2020nrainbowblvd/-1161002137,36.1964,-115.24086,MCDONALDS,89108,NV
2520 Bouldercrest Rd Se,Atlanta,US,us/ga/atlanta/2520bouldercrestrdse/-1055723171,33.68817,-84.31103,DOMINOS PIZZA,30316,GA
728 Gallatin Ave,Nashville,US,us/tn/nashville/728gallatinave/-2061630068,36.18545,-86.74823,BURGER KING,37206,TN
3400 Buford Highway NE,Atlanta,US,us/ga/atlanta/3400bufordhighwayne/572757474,33.845776,-84.32576,PAPA JOHNS PIZZA,30329,GA
4957 Winters Chapel Rd,Atlanta,US,us/ga/atlanta/4957winterschapelrd/-66712705,33.941355,-84.270072,PIZZA HUT,30360,GA
4511 Chamblee Dunwoody Rd,Atlanta,US,us/ga/atlanta/4511chambleedunwoodyrd/-891525969,33.922734,-84.313791,SUBWAY,30338,GA
2771 Spring Rd SE,Atlanta,US,us/ga/atlanta/2771springrdse/-66712705,33.88565,-84.47257,PIZZA HUT,30339,GA
2886 Clairmont Rd Ne,Atlanta,US,us/ga/atlanta/2886clairmontrdne/1082608893,33.841311,-84.315281,WAFFLE HOUSE,30329,GA
3435 Roosevelt Hwy,Red Oak,US,us/ga/redoak/3435roosevelthwy/-1055723171,33.6221,-84.5007,DOMINOS PIZZA,30272,GA
2090 Dunwoody Club Dr,Atlanta,US,us/ga/atlanta/2090dunwoodyclubdr/-66712705,33.960437,-84.300962,PIZZA HUT,30350,GA
5468 Chamblee Dunwoody Rd,Atlanta,US,us/ga/atlanta/5468chambleedunwoodyrd/-2061630068,33.947197,-84.335702,BURGER KING,30338,GA
231 Peachtree St NE,Atlanta,US,us/ga/atlanta/231peachtreestne/1536894814,33.760366,-84.386641,CHECKERS,30303,GA
2304 N Druid Hills Rd NE,Atlanta,US,us/ga/atlanta/2304ndruidhillsrdne/-2061630068,33.82803,-84.3305,BURGER KING,30329,GA
3330 Cobb Pkwy SE,Atlanta,US,us/ga/atlanta/3330cobbpkwyse/1770159848,33.87618,-84.45619,LITTLE CAESARS PIZZA,30339,GA
4334 Fulton Industrial Blvd SW,Atlanta,US,us/ga/atlanta/4334fultonindustrialblvdsw/-1161002137,33.765451,-84.528493,MCDONALDS,30336,GA
6000 N Terminal Pkwy,Atlanta,US,us/ga/atlanta/6000nterminalpkwy/-1161002137,33.63564,-84.43328,MCDONALDS,30320,GA
3534 Martin Luther King Jr Dr SW,Atlanta,US,us/ga/atlanta/3534martinlutherkingjrdrsw/-1161002137,33.7577,-84.50346,MCDONALDS,30331,GA
3683 Bruckner Blvd,Bronx,US,us/ny/bronx/3683brucknerblvd/-891525969,40.852724,-73.826831,SUBWAY,10461,NY
221 E Tremont Ave.,Bronx,US,us/ny/bronx/221etremontave/-891525969,40.849316,-73.90469,SUBWAY,10457,NY
1215 S Kihei Rd,Kihei,US,us/hi/kihei/1215skiheird/-1055723171,20.750812,-156.455148,DOMINOS PIZZA,96753,HI
11521 N FM 620 Ste 675,Austin,US,us/tx/austin/11521nfm620ste675/572757474,30.45539,-97.82581,PAPA JOHNS PIZZA,78726,TX
14324 Front Beach Rd,Panama City Beach,US,us/fl/panamacitybeach/14324frontbeachrd/-66712705,30.203714,-85.85357,PIZZA HUT,32413,FL
154 E 116th St,New York,US,us/ny/newyork/154e116thst/-2061630068,40.798258,-73.941459,BURGER KING,10029,NY
966 3rd Ave,New York,US,us/ny/newyork/9663rdave/-1161002137,40.76093,-73.96743,MCDONALDS,10022,NY
146 Delancey St,New York,US,us/ny/newyork/146delanceyst/-2061630068,40.718145,-73.986585,BURGER KING,10002,NY
112 John St,New York,US,us/ny/newyork/112johnst/-891525969,40.70766,-74.00596,SUBWAY,10038,NY
1885 3rd Ave,New York,US,us/ny/newyork/18853rdave/-891525969,40.79042,-73.94552,SUBWAY,10029,NY
1873 2nd Ave,New York,US,us/ny/newyork/18732ndave/-891525969,40.784782,-73.94708,SUBWAY,10027,NY
100 Main St,North Myrtle Beach,US,us/sc/northmyrtlebeach/100mainst/-1161002137,33.81828,-78.67186,MCDONALDS,29582,SC
2299 Dick Pond Rd,Myrtle Beach,US,us/sc/myrtlebeach/2299dickpondrd/1780593795,33.64494,-78.97341,SONIC DRIVE-IN,29575,SC
16 W 8th St,New York,US,us/ny/newyork/16w8thst/-1055723171,40.732586,-73.99746,DOMINOS PIZZA,10011,NY
2554 Adam Clayton Powell Jr Blvd,New York,US,us/ny/newyork/2554adamclaytonpowelljrblvd/-1055723171,40.823376,-73.93795,DOMINOS PIZZA,10039,NY
720 W 181st St,New York,US,us/ny/newyork/720w181stst/-66712705,40.85028,-73.93708,PIZZA HUT,10033,NY
1945 Mister Joe White Ave,Myrtle Beach,US,us/sc/myrtlebeach/1945misterjoewhiteave/-891525969,33.712322,-78.899944,SUBWAY,29577,SC
1100 Jet Port Road,Myrtle Beach,US,us/sc/myrtlebeach/1100jetportroad/1305117222,33.68176,-78.9285,STEAK N SHAKE,29577,SC
375 Avalon Park South Blvd,Orlando,US,us/fl/orlando/375avalonparksouthblvd/-2061630068,28.539713,-81.150604,BURGER KING,32828,FL
5628 Hansel Ave,Orlando,US,us/fl/orlando/5628hanselave/-66712705,28.476013,-81.367885,PIZZA HUT,32809,FL
702 W Camelback Rd,Phoenix,US,us/az/phoenix/702wcamelbackrd/572757474,33.50998,-112.08354,PAPA JOHNS PIZZA,85013,AZ
82 Montgomery Ave,Long Branch,US,us/nj/longbranch/82montgomeryave/-1055723171,40.285,-73.9856,DOMINOS PIZZA,7740,NJ
7455 S Power Rd,Queen Creek,US,us/az/queencreek/7455spowerrd/-2061630068,33.281391,-111.685601,BURGER KING,85142,AZ
23682 S Power Rd,Queen Creek,US,us/az/queencreek/23682spowerrd/-2061630068,33.233663,-111.685847,BURGER KING,85242,AZ
6047 Black Horse Pike,Egg Harbor Township,US,us/nj/eggharbortownship/6047blackhorsepike/-2061630068,39.43484,-74.611435,BURGER KING,8234,NJ
21 S Main St,Barnegat,US,us/nj/barnegat/21smainst/-1055723171,39.7327,-74.2374,DOMINOS PIZZA,8005,NJ
132 Route 37 E,Toms River,US,us/nj/tomsriver/132route37e/-477036959,39.963898,-74.18959,WHITE CASTLE,8753,NJ
1501 Main St,Asbury Park,US,us/nj/asburypark/1501mainst/-1161002137,40.22848,-74.00925,MCDONALDS,7712,NJ
6650 W Bethany Home Rd,Glendale,US,us/az/glendale/6650wbethanyhomerd/-66712705,33.523843,-112.202157,PIZZA HUT,85301,AZ
300 N Michigan Ave,Chicago,US,us/il/chicago/300nmichiganave/-891525969,41.88706,-87.62454,SUBWAY,60601,IL
203 E 26th St,New York,US,us/ny/newyork/203e26thst/1770159848,40.74068,-73.98134,LITTLE CAESARS PIZZA,10010,NY
6111 188th St,Fresh Meadows,US,us/ny/freshmeadows/6111188thst/1770159848,40.73892,-73.7881,LITTLE CAESARS PIZZA,11365,NY
13350 Dallas Parkway,Dallas,US,us/tx/dallas/13350dallasparkway/-448666054,32.928467,-96.82028,FIVE GUYS,75240,TX
23 S Clark St,Chicago,US,us/il/chicago/23sclarkst/-1161002137,41.881306,-87.630848,MCDONALDS,60603,IL
5050 N Cicero Ave,Chicago,US,us/il/chicago/5050nciceroave/-891525969,41.97254,-87.74791,SUBWAY,60630,IL
5409 S Harlem Ave,Chicago,US,us/il/chicago/5409sharlemave/-891525969,41.79378,-87.80149,SUBWAY,60638,IL
3336 N Harlem Ave,Chicago,US,us/il/chicago/3336nharlemave/-1055723171,41.9404,-87.8068,DOMINOS PIZZA,60634,IL
5008 N Pulaski Rd,Chicago,US,us/il/chicago/5008npulaskird/-1055723171,41.972,-87.7282,DOMINOS PIZZA,60630,IL
5624 W Roosevelt Rd,Chicago,US,us/il/chicago/5624wrooseveltrd/-1161002137,41.86569,-87.765386,MCDONALDS,60644,IL
1401 W Fullerton Ave,Chicago,US,us/il/chicago/1401wfullertonave/-2061630068,41.925031,-87.663536,BURGER KING,60614,IL
5240 N Pulaski Rd,Chicago,US,us/il/chicago/5240npulaskird/-66712705,41.974905,-87.72823,PIZZA HUT,60630,IL
317 N Dearborn St,Chicago,US,us/il/chicago/317ndearbornst/-891525969,41.88868,-87.629524,SUBWAY,60654,IL
3076 E Chandler Heights Rd,Gilbert,US,us/az/gilbert/3076echandlerheightsrd/176969318,33.23434,-111.72317,PAPA JOHNS PIZZA,85298,AZ
7440 W Cactus Rd Ste A2,Peoria,US,us/az/peoria/7440wcactusrdstea2/-1055723171,33.597463,-112.219334,DOMINOS PIZZA,85381,AZ
7710 W Lower Buckeye Rd Ste 110,Phoenix,US,us/az/phoenix/7710wlowerbuckeyerdste110/-1055723171,33.423364,-112.226012,DOMINOS PIZZA,85043,AZ
213 Madison St,New York,US,us/ny/newyork/213madisonst/-1161002137,40.712948,-73.98925,MCDONALDS,10002,NY
1285 Avenue of the Americas,New York,US,us/ny/newyork/1285avenueoftheamericas/-891525969,40.761196,-73.980576,SUBWAY,10019,NY
143 W Division St,Chicago,US,us/il/chicago/143wdivisionst/-1055723171,41.90378,-87.63307,DOMINOS PIZZA,60610,IL
311 Ne 103rd St,Seattle,US,us/wa/seattle/311ne103rdst/-448666054,47.702965,-122.32513,FIVE GUYS,98125,WA
4851 S Central Ave,Chicago,US,us/il/chicago/4851scentralave/-2061630068,41.80486,-87.76259,BURGER KING,60638,IL
14340 15th Ave NE,Seattle,US,us/wa/seattle/1434015thavene/-2061630068,47.732912,-122.312543,BURGER KING,98125,WA
6650 W Thomas Rd,Phoenix,US,us/az/phoenix/6650wthomasrd/-1055723171,33.480785,-112.20288,DOMINOS PIZZA,85033,AZ
2207 Demere Rd,Saint Simons Island,US,us/ga/saintsimonsisland/2207demererd/-2061630068,31.160165,-81.390485,BURGER KING,31522,GA
6400 W Irving Park Rd,Chicago,US,us/il/chicago/6400wirvingparkrd/-2061630068,41.953205,-87.78684,BURGER KING,60634,IL
5050 N Cicero Ave,Chicago,US,us/il/chicago/5050nciceroave/89177860,41.97254,-87.74791,DUNKIN DONUTS,60630,IL
5615 S Harlem Ave,Chicago,US,us/il/chicago/5615sharlemave/89177860,41.78931,-87.80132,DUNKIN DONUTS,60638,IL
15505 Stoneybrook West Pkwy,Winter Garden,US,us/fl/wintergarden/15505stoneybrookwestpkwy/-1055723171,28.51822,-81.61875,DOMINOS PIZZA,34787,FL
2424 S Beretania St,Honolulu,US,us/hi/honolulu/2424sberetaniast/-1055723171,21.29414,-157.82838,DOMINOS PIZZA,96826,HI
2507 S King St,Honolulu,US,us/hi/honolulu/2507skingst/-891525969,21.292393,-157.82361,SUBWAY,96826,HI
1056 S Beretania St,Honolulu,US,us/hi/honolulu/1056sberetaniast/-2061630068,21.302963,-157.8462,BURGER KING,96814,HI
2317 N School St,Honolulu,US,us/hi/honolulu/2317nschoolst/-230519289,21.34877,-157.87595,JACK IN THE BOX,96819,HI
2183 N King St,Honolulu,US,us/hi/honolulu/2183nkingst/-230519289,21.334482,-157.880676,JACK IN THE BOX,96819,HI
2401 W Oak Ridge Rd,Orlando,US,us/fl/orlando/2401woakridgerd/1770159848,28.47264,-81.41374,LITTLE CAESARS PIZZA,32809,FL
21258 E. Rittenhouse Rd.,Queen Creek,US,us/az/queencreek/21258erittenhouserd/-66712705,33.24871,-111.62649,PIZZA HUT,85142,AZ
4224 Waialae Ave,Honolulu,US,us/hi/honolulu/4224waialaeave/-1055723171,21.288677,-157.80063,DOMINOS PIZZA,96816,HI
1695 Kapiolani Blvd,Honolulu,US,us/hi/honolulu/1695kapiolaniblvd/-891525969,21.29092,-157.8376,SUBWAY,96814,HI
7233 John W Carpenter Fwy,Dallas,US,us/tx/dallas/7233johnwcarpenterfwy/-1161002137,32.81679,-96.870528,MCDONALDS,75247,TX
3133 Waialae Ave,Honolulu,US,us/hi/honolulu/3133waialaeave/-891525969,21.28805,-157.80946,SUBWAY,96816,HI
768 Kapahulu Ave,Honolulu,US,us/hi/honolulu/768kapahuluave/-66712705,21.28133,-157.81433,PIZZA HUT,96816,HI
2875 Paa St Ste A,Honolulu,US,us/hi/honolulu/2875paaststea/572757474,21.34877,-157.87595,PAPA JOHNS PIZZA,96819,HI
3131 N Nimitz Hwy,Honolulu,US,us/hi/honolulu/3131nnimitzhwy/-1055723171,21.335938,-157.90996,DOMINOS PIZZA,96819,HI
8014 Lake City Way NE,Seattle,US,us/wa/seattle/8014lakecitywayne/-891525969,47.687061,-122.312497,SUBWAY,98115,WA
12248 Aurora Ave N,Seattle,US,us/wa/seattle/12248auroraaven/-891525969,47.717739,-122.344896,SUBWAY,98133,WA
12421 Renton Ave S,Seattle,US,us/wa/seattle/12421rentonaves/-66712705,47.4926,-122.24053,PIZZA HUT,98178,WA
13241 Aurora Ave N,Seattle,US,us/wa/seattle/13241auroraaven/-2061630068,47.724967,-122.344989,BURGER KING,98133,WA
15500 1st Ave S,Seattle,US,us/wa/seattle/155001staves/-891525969,47.464206,-122.333893,SUBWAY,98148,WA
414 W Martin Luther King Jr Blvd,Austin,US,us/tx/austin/414wmartinlutherkingjrblvd/-1161002137,30.281994,-97.742701,MCDONALDS,78701,TX
5105 E Stassney Ln,Austin,US,us/tx/austin/5105estassneyln/1780593795,30.19339,-97.73961,SONIC DRIVE-IN,78744,TX
1901 North Cove Blvd,Panama City,US,us/fl/panamacity/1901northcoveblvd/1082608893,30.183125,-85.65037,WAFFLE HOUSE,32405,FL
1396 W 15th St,Panama City,US,us/fl/panamacity/1396w15thst/-2061630068,30.17564,-85.68337,BURGER KING,32401,FL
"8776 Thomas Dr Ste 1,",Panama City,US,us/fl/panamacity/8776thomasdrste1/-66712705,30.17016,-85.79218,PIZZA HUT,32408,FL
547 Euclid Ave Ste 120,Lexington,US,us/ky/lexington/547euclidaveste120/-1947870258,38.03283,-84.49377,JIMMY JOHNS,40502,KY
5335 Lawrenceville Hwy NW,Lilburn,US,us/ga/lilburn/5335lawrencevillehwynw/696490760,33.88759,-84.15787,HARDEES,30047,GA
7104 Fairway Dr,Palm Beach Gardens,US,us/fl/palmbeachgardens/7104fairwaydr/-2061630068,26.837344,-80.131882,BURGER KING,33418,FL
2340 Randleman Rd,Greensboro,US,us/nc/greensboro/2340randlemanrd/106088,36.041,-79.8014,KFC,27406,NC
1852 Reisterstown Rd Ste 108,Pikesville,US,us/md/pikesville/1852reisterstownrdste108/-891525969,39.38907,-76.74007,SUBWAY,21208,MD
306b Charles St,Providence,US,us/ri/providence/306bcharlesst/-891525969,41.860462,-71.4381,SUBWAY,2904,RI
514 Hickory Ridge Drive,Greensboro,US,us/nc/greensboro/514hickoryridgedrive/1241037051,36.073073,-79.959841,BOJANGLES FAMOUS CHICKEN N BISCUITS,27409,NC
132 Sunset Dr C,San Ramon,US,us/ca/sanramon/132sunsetdrc/-1322134216,37.7628,-121.9611,BAJA FRESH,94583,CA
6725 W 28th Ave,Hialeah,US,us/fl/hialeah/6725w28thave/106088,25.8835,-80.3392,KFC,33016,FL
1305 N Frazier St,Georgetown,US,us/sc/georgetown/1305nfrazierst/1241037051,33.392566,-79.289473,BOJANGLES FAMOUS CHICKEN N BISCUITS,29440,SC
6005 Liberty Rd,Gwynn Oak,US,us/md/gwynnoak/6005libertyrd/-1161002137,39.33662,-76.713,MCDONALDS,21207,MD
2514 Clements Ferry Rd,Charleston,US,us/sc/charleston/2514clementsferryrd/1241037051,32.89465,-79.92403,BOJANGLES FAMOUS CHICKEN N BISCUITS,29492,SC
5110 Capitol Blvd SE,Olympia,US,us/wa/olympia/5110capitolblvdse/106088,47.0021,-122.9093,KFC,98501,WA
1607 Rockville Pike,Rockville,US,us/md/rockville/1607rockvillepike/-1322134216,39.063139,-77.127082,BAJA FRESH,20852,MD
830 Assembly St,Columbia,US,us/sc/columbia/830assemblyst/-891525969,33.99643,-81.03283,SUBWAY,29201,SC
2935 S McKenzie St,Foley,US,us/al/foley/2935smckenziest/696490760,30.37151,-87.68247,HARDEES,36535,AL
11052 E Colonial Drive,Orlando,US,us/fl/orlando/11052ecolonialdrive/-442344130,28.5681,-81.223,KRYSTAL,32817,FL
1969 Elmwood Ave,Buffalo,US,us/ny/buffalo/1969elmwoodave/1536894814,42.951152,-78.876333,CHECKERS,14207,NY
3500 Russell Rd,Quantico,US,us/va/quantico/3500russellrd/-891525969,38.51888,-77.3483,SUBWAY,22134,VA
1679 Federal Blvd 282,Denver,US,us/co/denver/1679federalblvd282/106088,39.7437,-105.0253,KFC,80204,CO
5501 Wilmington Pike,Dayton,US,us/oh/dayton/5501wilmingtonpike/106088,39.65983,-84.10994,KFC,45459,OH
2631 172nd St NE Unit 106,Marysville,US,us/wa/marysville/2631172ndstneunit106/-716133273,48.1523,-122.19483,QDOBA MEXICAN EATS,98271,WA
2300 E Lincoln Hwy,Langhorne,US,us/pa/langhorne/2300elincolnhwy/-1161002137,40.179148,-74.879345,MCDONALDS,19047,PA
2560 N Perris Blvd Ste X,Perris,US,us/ca/perris/2560nperrisblvdstex/-230519289,33.8162,-117.2266,JACK IN THE BOX,92571,CA
2961 Shallowford Rd,Marietta,US,us/ga/marietta/2961shallowfordrd/-791445730,34.036665,-84.464572,WENDYS,30066,GA
3575 Boylston Hwy,Mills River,US,us/nc/millsriver/3575boylstonhwy/1241037051,35.40157,-82.56992,BOJANGLES FAMOUS CHICKEN N BISCUITS,28759,NC
6729 S 19th St,Tacoma,US,us/wa/tacoma/6729s19thst/-864103396,47.243134,-122.528511,TACO BELL,98466,WA
30010 S Dixie Hwy,Homestead,US,us/fl/homestead/30010sdixiehwy/106088,25.4877,-80.46,KFC,33033,FL
1090 Virginia Center Pkwy,Glen Allen,US,us/va/glenallen/1090virginiacenterpkwy/-891525969,37.66823,-77.45894,SUBWAY,23059,VA
415 S Regional Rd,Greensboro,US,us/nc/greensboro/415sregionalrd/93075755,36.08313,-79.95559,ARBYS,27409,NC
826 S Main St,Kernersville,US,us/nc/kernersville/826smainst/106088,36.1117,-80.0874,KFC,27284,NC
1450 Ala Moana Blvd Ste 1298,Honolulu,US,us/hi/honolulu/1450alamoanablvdste1298/-230519289,21.299847,-157.84387,JACK IN THE BOX,96814,HI
8669 W 135th St,Overland Park,US,us/ks/overlandpark/8669w135thst/106088,38.88357,-94.68602,KFC,66223,KS
8009 W Florissant Ave,Saint Louis,US,us/mo/saintlouis/8009wflorissantave/-791445730,38.72723,-90.27669,WENDYS,63136,MO
2885 S 5600 W,Salt Lake City,US,us/ut/saltlakecity/2885s5600w/-1947870258,40.70777,-112.02436,JIMMY JOHNS,84120,UT
3100 W Broward Blvd,Fort Lauderdale,US,us/fl/fortlauderdale/3100wbrowardblvd/106088,26.1209,-80.1865,KFC,33312,FL
4010 Colonel Glenn Hwy,Dayton,US,us/oh/dayton/4010colonelglennhwy/696490760,39.774668,-84.080082,HARDEES,45431,OH
1480 85th Ave N,Minneapolis,US,us/mn/minneapolis/148085thaven/-1161002137,45.1092,-93.29947,MCDONALDS,55444,MN
1309 Veterans Memorial Blvd,Kenner,US,us/la/kenner/1309veteransmemorialblvd/-1055723171,30.00635,-90.25073,DOMINOS PIZZA,70062,LA
20 Airport Rd,Saint Louis,US,us/mo/saintlouis/20airportrd/-394404301,38.7481466,-90.3079197,POPEYES CHICKEN,63135,MO
1145 N McCarran Blvd Ste 113,Sparks,US,us/nv/sparks/1145nmccarranblvdste113/-1055723171,39.54375,-119.73423,DOMINOS PIZZA,89431,NV
813 S Main St,Kernersville,US,us/nc/kernersville/813smainst/696490760,36.1116,-80.0873,HARDEES,27284,NC
516 Broadway,Bayonne,US,us/nj/bayonne/516broadway/106088,40.6645,-74.1175,KFC,7002,NJ
2079 S Main St,Bellefontaine,US,us/oh/bellefontaine/2079smainst/-864103396,40.330809,-83.761371,TACO BELL,43311,OH
901 N Columbia Center Blvd,Kennewick,US,us/wa/kennewick/901ncolumbiacenterblvd/-864103396,46.22035,-119.22468,TACO BELL,99336,WA
1217 S Baltimore St,Kirksville,US,us/mo/kirksville/1217sbaltimorest/-864103396,40.185961,-92.571955,TACO BELL,63501,MO
2315 W 7th St,Joplin,US,us/mo/joplin/2315w7thst/-864103396,37.084691,-94.543178,TACO BELL,64801,MO
3875 SE Green Country Rd,Bartlesville,US,us/ok/bartlesville/3875segreencountryrd/-864103396,36.73996,-95.933863,TACO BELL,74006,OK
1816 E Madison Ave,Bastrop,US,us/la/bastrop/1816emadisonave/-864103396,32.77866,-91.89223,TACO BELL,71220,LA
4033 Bell Rd,Newburgh,US,us/in/newburgh/4033bellrd/696490760,37.9762,-87.4048,HARDEES,47630,IN
1411 Main St,Paris,US,us/ky/paris/1411mainst/696490760,38.205135,-84.257087,HARDEES,40361,KY
4901 John F Kennedy Blvd,North Little Rock,US,us/ar/northlittlerock/4901johnfkennedyblvd/696490760,34.800603,-92.255493,HARDEES,72116,AR
645 E Kings Hwy,Shreveport,US,us/la/shreveport/645ekingshwy/-864103396,32.47939,-93.71921,TACO BELL,71105,LA
1630 E Bert Kouns Industrial Loop,Shreveport,US,us/la/shreveport/1630ebertkounsindustrialloop/-864103396,32.43122,-93.71468,TACO BELL,71105,LA
1185 Front St,Soledad,US,us/ca/soledad/1185frontst/-864103396,36.41857,-121.32156,TACO BELL,93960,CA
124 Highway 15 N,Pontotoc,US,us/ms/pontotoc/124highway15n/696490760,34.25118,-89.0173,HARDEES,38863,MS
11 N Kingshighway St,Perryville,US,us/mo/perryville/11nkingshighwayst/696490760,37.7321,-89.8625,HARDEES,63775,MO
495 N Main St,Mountain Home,US,us/id/mountainhome/495nmainst/-1009719089,43.13391,-115.69714,TACO JOHNS,83647,ID
2800 College Ave,Jackson,US,us/al/jackson/2800collegeave/696490760,31.53814,-87.88643,HARDEES,36545,AL
1611 Sunset Dr,Norwalk,US,us/ia/norwalk/1611sunsetdr/-1009719089,41.48333,-93.67616,TACO JOHNS,50211,IA
2106 1st Ave E,Newton,US,us/ia/newton/21061stavee/-1009719089,41.699154,-93.025426,TACO JOHNS,50208,IA
3601 Country Club Dr,Jefferson City,US,us/mo/jeffersoncity/3601countryclubdr/696490760,38.58377,-92.25273,HARDEES,65109,MO
1839 S Cedar Ave,Owatonna,US,us/mn/owatonna/1839scedarave/-1009719089,44.06499,-93.22533,TACO JOHNS,55060,MN
301 W Court Ave,Jeffersonville,US,us/in/jeffersonville/301wcourtave/696490760,38.2727,-85.745,HARDEES,47130,IN
3946 Asheville Hwy,Knoxville,US,us/tn/knoxville/3946ashevillehwy/696490760,36.0008,-83.8746,HARDEES,37914,TN
109 Lemieur St,Little Falls,US,us/mn/littlefalls/109lemieurst/-1009719089,45.97427,-94.33707,TACO JOHNS,56345,MN
1306 43rd St,Maquoketa,US,us/ia/maquoketa/130643rdst/-1009719089,42.06926,-90.68681,TACO JOHNS,52060,IA
105 N 5th St,Pekin,US,us/il/pekin/105n5thst/696490760,40.569431,-89.644969,HARDEES,61554,IL
116 Us Hwy 74a,Rutherfordton,US,us/nc/rutherfordton/116ushwy74a/696490760,35.381727,-81.96257,HARDEES,28139,NC
